CNC4ALL,Hobby,900x600,MACH3,900,600,150,,mm,12000,0,24000,4000,100,4000,False,False
CNC4ALL,Hobby,1200x600,MACH3,1200,600,150,,mm,12000,0,24000,4000,100,4000,False,False
CNC4ALL,Professional,900x600,MACH3,900,600,150,,mm,12000,0,24000,4000,100,4000,False,False
CNC4ALL,Professional,1200x600,MACH3,1200,600,150,,mm,12000,0,24000,7000,100,7000,False,False
CNC4ALL,Professional,1200x1200,MACH3,1200,1200,150,,mm,12000,0,24000,8000,100,8000,False,False
CNC4ALL,Industry,2500x1300,MACH3,2500,1300,200,,mm,12000,0,24000,20000,100,20000,False,False
CNC4ALL,Industry,3000x1500,MACH3,3000,1500,200,,mm,12000,0,24000,20000,100,20000,False,False
CNC4ALL,Industry,3000x2000,MACH3,3000,2000,200,,mm,12000,0,24000,20000,100,20000,False,False
Sienci,LongMill mk1,12x12,GRBL,307,345,114,0.25,mm,15000,10000,30000,1000,100,4000,False,False
Sienci,LongMill mk1,12x30,GRBL,792,345,114,0.25,mm,15000,10000,30000,1000,100,4000,False,False
Sienci,LongMill mk1,30x30,GRBL,792,845,114,0.25,mm,15000,10000,30000,1000,100,4000,False,False
Sienci,LongMill mk2,12x30,GRBL,820,358,114,0.25,mm,15000,10000,30000,1000,100,4000,False,False
Sienci,LongMill mk2,30x30,GRBL,820,872,114,0.25,mm,15000,10000,30000,1000,100,4000,False,False
Sienci,LongMill mk2,48x30,GRBL,1280,872,114,0.25,mm,15000,10000,30000,1000,100,4000,False,False
Sienci,AltMill mk1,4x4,GRBL,1265,1254,174,0.25,mm,15000,10000,24000,1000,100,15000,False,False
Sienci,AltMill mk2,2x4,GRBL,1265,635,174,0.25,mm,15000,10000,24000,1000,100,15000,False,False
Sienci,AltMill mk2,4x4,GRBL,1265,1251,174,0.25,mm,15000,10000,24000,1000,100,15000,False,False
